STATE,CONSTITUENCY,CANDIDATE,PARTY,VOTES
KARNATAKA,SHIMOGA RURAL,K.B. ASHOK NAIK,BHARATIYA JANATA PARTY,69326
KARNATAKA,SHIMOGA RURAL,SHARADA PURYANAIK,JANATA DAL (SECULAR),65549
KARNATAKA,SHIMOGA RURAL,DR.SREENIVAS KARIYANNA,33493
KARNATAKA,SHIMOGA RURAL,MAMATHA RANI,INDEPENDENT,951
KARNATAKA,SHIMOGA RURAL,MANIKANTA B.L.,INDEPENDENT,610
KARNATAKA,SHIMOGA RURAL,S. KRISHNA,ALL INDIA MAHILA EMPOWERMENT PARTY,570
KARNATAKA,SHIMOGA RURAL,L.RANGASWAMY,REPUBLICAN SENA,421
KARNATAKA,SHIMOGA RURAL,NONE OF THE ABOVE,NONE OF THE ABOVE,1328
KARNATAKA,HONNALI,M P RENUKACHARYA,BHARATIYA JANATA PARTY,80624
KARNATAKA,HONNALI,SHANTHANAGOWDA D G,INDIAN NATIONAL CONGRESS,76391
KARNATAKA,HONNALI,KATHARI SATYANARAYANA RAO,BAHUJAN SAMAJ PARTY,1395
KARNATAKA,HONNALI,ABDUL RAHAMAN,ALL INDIA MAHILA EMPOWERMENT PARTY,491
KARNATAKA,HONNALI,SYED GOUSE H P,INDEPENDENT,457
KARNATAKA,HONNALI,M RANGANATHASWAMY,INDEPENDENT,388
KARNATAKA,HONNALI,GURUPADAIAH KABBINAKANTIMATT,INDEPENDENT,297
KARNATAKA,HONNALI,S YELUMALAI,INDEPENDENT,225
KARNATAKA,HONNALI,MANJUNATH A K,INDEPENDENT,187
KARNATAKA,HONNALI,G C PATEL,SARVA JANATA PARTY,162
KARNATAKA,HONNALI,NONE OF THE ABOVE,NONE OF THE ABOVE,1250
KARNATAKA,CHANNAGIRI,K MADALU VIRUPAKSHAPPA,BHARATIYA JANATA PARTY,73794
KARNATAKA,CHANNAGIRI,VADNAL RAJANNA,INDIAN NATIONAL CONGRESS,48014
KARNATAKA,CHANNAGIRI,D RAMESHA,JANATA DAL (SECULAR),29106
KARNATAKA,CHANNAGIRI,MAHIMA J PATEL,JANATA DAL (UNITED),3954
KARNATAKA,CHANNAGIRI,B R RUDRESHA,KARNATAKA RAJYA RYOTA SANGHA,684
KARNATAKA,CHANNAGIRI,VIJAYKUMAR M T,ALL INDIA MAHILA EMPOWERMENT PARTY,464
KARNATAKA,CHANNAGIRI,M B VEERABHADRAPPA,INDEPENDENT,456
KARNATAKA,CHANNAGIRI,VIJAYAKUMARA PATIL B J,INDEPENDENT,375
KARNATAKA,CHANNAGIRI,JAFFRULLA KHAN,INDEPENDENT,177
KARNATAKA,CHANNAGIRI,H R HARISH,AKHIL BHARAT HINDU MAHASABHA,124
KARNATAKA,CHANNAGIRI,NONE OF THE ABOVE,NONE OF THE ABOVE,946
KARNATAKA,MAYAKONDA,N. LINGANNA.,BHARATIYA JANATA PARTY,50556
KARNATAKA,MAYAKONDA,K.S.BASAVARAJ [BASAVANTHAPPA],INDIAN NATIONAL CONGRESS,44098
KARNATAKA,MAYAKONDA,ANANDAPPA.H.,INDEPENDENT,27321
KARNATAKA,MAYAKONDA,M.BASAVARAJANAIK,JANATA DAL (UNITED),16640
KARNATAKA,MAYAKONDA,SHEELA NAIK,JANATA DAL (SECULAR),11085
KARNATAKA,MAYAKONDA,H. NARASIMHAMURTHY,SAMANYA JANATHA PARTY (LOKTANTRIK),930
KARNATAKA,MAYAKONDA,BHARATH.L,INDEPENDENT,902
KARNATAKA,MAYAKONDA,VIMALA RUDRAPPA,ALL INDIA MAHILA EMPOWERMENT PARTY,671
KARNATAKA,MAYAKONDA,SRINIVASA.P,AKHIL BHARAT HINDU MAHASABHA,660
KARNATAKA,MAYAKONDA,M.NAGARAJAPPA,INDEPENDENT,618
KARNATAKA,MAYAKONDA,K.C. BASAVARAJAPPA.,KARNATAKA PRAGNYAVANTHA JANATHA PARTY,424
KARNATAKA,MAYAKONDA,NONE OF THE ABOVE,NONE OF THE ABOVE,1258
KARNATAKA,DAVANAGERE SOUTH,SHAMANUR SHIVASHANKARAPPA,INDIAN NATIONAL CONGRESS,71369
KARNATAKA,DAVANAGERE SOUTH,YASHAVANTHA RAO JADHAV,BHARATIYA JANATA PARTY,55485
KARNATAKA,DAVANAGERE SOUTH,J. AMANULLA KHAN,JANATA DAL (SECULAR),6020
KARNATAKA,DAVANAGERE SOUTH,NOWSHIN TAJ,ALL INDIA MAHILA EMPOWERMENT PARTY,869
KARNATAKA,DAVANAGERE SOUTH,AHAMED KABEER ALI,INDEPENDENT,514
KARNATAKA,DAVANAGERE SOUTH,SADIQ K,INDEPENDENT,261
KARNATAKA,DAVANAGERE SOUTH,MUDDAPURADA REHMAN SAB,LOK AWAZ DAL,202
KARNATAKA,DAVANAGERE SOUTH,H. SHAIK HABEEBULLA,KARNATAKA PRAGNYAVANTHA JANATHA PARTY,192
KARNATAKA,DAVANAGERE SOUTH,RAGHAVENDRA K L,AAM AADMI PARTY,157
KARNATAKA,DAVANAGERE SOUTH,RIZWAN SAB H B,JANAHITHA PAKSHA,116
KARNATAKA,DAVANAGERE SOUTH,NONE OF THE ABOVE,NONE OF THE ABOVE,888
KARNATAKA,DAVANAGERE NORTH,S.A. RAVINDRANATH,BHARATIYA JANATA PARTY,76540
KARNATAKA,DAVANAGERE NORTH,S.S. MALLIKARJUN,INDIAN NATIONAL CONGRESS,72469
KARNATAKA,DAVANAGERE NORTH,ANANDA. M,JANATA DAL (SECULAR),5381
KARNATAKA,DAVANAGERE NORTH,ANANDAPPA JYOTHI,SHIVSENA,541
KARNATAKA,DAVANAGERE NORTH,M.HANUMANTHAPPA,INDEPENDENT,260
KARNATAKA,DAVANAGERE NORTH,S.S. SUBHAN KHAN,INDEPENDENT,219
KARNATAKA,DAVANAGERE NORTH,B. P. MADEV,INDEPENDENT,184
KARNATAKA,DAVANAGERE NORTH,B .V. THIPPESWAMY. GOSHALE,INDEPENDENT,177
KARNATAKA,DAVANAGERE NORTH,HEBBALU KENCHAVEERAPPA,VICHARA JAGRUTHI CONGRESS PAKSHA,148
KARNATAKA,DAVANAGERE NORTH,NAGARAJ. S,SAMPOORNA BHARAT KRANTI PARTY,123
KARNATAKA,DAVANAGERE NORTH,NASEER HUSSAIN,KARNATAKA PRAGNYAVANTHA JANATHA PARTY,111
KARNATAKA,DAVANAGERE NORTH,K.G.P. GNANAPRAKASH,INDEPENDENT,104
KARNATAKA,DAVANAGERE NORTH,NONE OF THE ABOVE,NONE OF THE ABOVE,1070
KARNATAKA,HARIHAR,S RAMAPPA,INDIAN NATIONAL CONGRESS,64801
KARNATAKA,HARIHAR,HARISH B.P.,BHARATIYA JANATA PARTY,57541
KARNATAKA,HARIHAR,SHIVASHANKAR H.S.,JANATA DAL (SECULAR),38204
KARNATAKA,HARIHAR,P BEERAPPA,INDIAN NEW CONGRESS PARTY,1714
KARNATAKA,HARIHAR,SANKETH S.,INDEPENDENT,427
KARNATAKA,HARIHAR,H NAGARAJA PALEGARA,INDEPENDENT,329
KARNATAKA,HARIHAR,NAGAPPA D.,INDEPENDENT,274
KARNATAKA,HARIHAR,BEERAPPA,COMMUNIST PARTY OF INDIA (MARXIST-LENINIST) (LIBERATION),174
KARNATAKA,HARIHAR,SHABBIR AHAMED,SAMANYA JANATHA PARTY (LOKTANTRIK),159
KARNATAKA,HARIHAR,NAVEEN T.K.,INDEPENDENT,155
KARNATAKA,HARIHAR,THIPPESH L,INDEPENDENT,143
KARNATAKA,HARIHAR,NONE OF THE ABOVE,NONE OF THE ABOVE,1006
KARNATAKA,HARAPANAHALLI,G KARUNAKARA REDDY,BHARATIYA JANATA PARTY,67603
KARNATAKA,HARAPANAHALLI,M P RAVINDRA,INDIAN NATIONAL CONGRESS,57956
KARNATAKA,HARAPANAHALLI,ARASIKERE N KOTRESH,JANATA DAL (SECULAR),37685
KARNATAKA,HARAPANAHALLI,ABDUL BHARI,JANAHITHA PAKSHA,783
KARNATAKA,HARAPANAHALLI,KRISHNAMURTHY R,NATIONALIST CONGRESS PARTY,733
KARNATAKA,HARAPANAHALLI,LALITHAMMA,ALL INDIA MAHILA EMPOWERMENT PARTY,631
KARNATAKA,HARAPANAHALLI,B VINAYAKUMAR,INDEPENDENT,404
KARNATAKA,HARAPANAHALLI,H T SHREEPATHI,INDEPENDENT,394
KARNATAKA,HARAPANAHALLI,A T DADAKHALANDAR,INDEPENDENT,331
KARNATAKA,HARAPANAHALLI,IDLI RAMAPPA,COMMUNIST PARTY OF INDIA (MARXIST-LENINIST) (LIBERATION),306
KARNATAKA,HARAPANAHALLI,G KALIVEERAGOUDA,INDEPENDENT,238
KARNATAKA,HARAPANAHALLI,GADAGI GAJENDRA,INDEPENDENT,219
KARNATAKA,HARAPANAHALLI,B L CHANNANAIK,SAMAJWADI PARTY,177
KARNATAKA,HARAPANAHALLI,NONE OF THE ABOVE,NONE OF THE ABOVE,954
KARNATAKA,JAGALUR,S.V.RAMACHANDRA,BHARATIYA JANATA PARTY,78948
KARNATAKA,JAGALUR,H.P.RAJESH,INDIAN NATIONAL CONGRESS,49727
KARNATAKA,JAGALUR,DEVENDRAPPA.B,JANATA DAL (SECULAR),13401
KARNATAKA,JAGALUR,A.L.PUSHPA LAKSHMANA SWAMY,INDEPENDENT,1856
KARNATAKA,JAGALUR,AJJAPPA.T,COMMUNIST PARTY OF INDIA (MARXIST-LENINIST) (LIBERATION),847
KARNATAKA,JAGALUR,M. NAGENDRAPPA,INDEPENDENT,531
KARNATAKA,JAGALUR,M.B.HANUMANTHAPPA,INDEPENDENT,509
KARNATAKA,JAGALUR,P.BASAVARAJA,KARNATAKA RAJYA RYOTA SANGHA,464
KARNATAKA,JAGALUR,B.H.SIDDAPPA,SAMAJWADI PARTY,358
KARNATAKA,JAGALUR,G.N.BHEEMAPPA,INDEPENDENT,341
KARNATAKA,JAGALUR,G.KENCHANAGOWDA,INDEPENDENT,273
KARNATAKA,JAGALUR,CHANDRANNA,INDEPENDENT,225
KARNATAKA,JAGALUR,NONE OF THE ABOVE,NONE OF THE ABOVE,855
KARNATAKA,HOLALKERE,M. CHANDRAPPA,BHARATIYA JANATA PARTY,107976
KARNATAKA,HOLALKERE,H.ANJANEYA,INDIAN NATIONAL CONGRESS,69036
KARNATAKA,HOLALKERE,SRINIVASA GADDIGE. T,JANATA DAL (SECULAR),3553
KARNATAKA,HOLALKERE,HANUMANTHAPPA DURGA,INDEPENDENT,1782
KARNATAKA,HOLALKERE,M.HANUMAKKA,INDEPENDENT,1402
KARNATAKA,HOLALKERE,G.SHANTHAPPA,INDEPENDENT,1015
KARNATAKA,HOLALKERE,C.T. VISWANATHA,INDEPENDENT,684
KARNATAKA,HOLALKERE,NIRANJANA.A.D. CHEELANGI,AMBEDKAR SAMAJ PARTY,523
KARNATAKA,HOLALKERE,HULAPPA.R,INDEPENDENT,281
KARNATAKA,HOLALKERE,DAYANANDA .T,BHAARATEEYA JANASHAKTHI CONGRESS,268
KARNATAKA,HOLALKERE,H.VITTAL NAIK,INDEPENDENT,258
KARNATAKA,HOLALKERE,S.THIPPESWAMY,REPUBLICAN SENA,215
KARNATAKA,HOLALKERE,H.RAMACHANDRAPPA,JANATA DAL (UNITED),203
KARNATAKA,HOLALKERE,G.N.PARAMESHA,INDIAN NEW CONGRESS PARTY,191
KARNATAKA,HOLALKERE,HOLIYAPPA.K,INDEPENDENT,144
KARNATAKA,HOLALKERE,A.BASAVARAJAPPA,INDEPENDENT,139
KARNATAKA,HOLALKERE,M.H.SHASHIDHAR,KARNATAKA PRAGNYAVANTHA JANATHA PARTY,119
KARNATAKA,HOLALKERE,H.ANJANEYA,INDEPENDENT,113
KARNATAKA,HOLALKERE,M.DURUGESHAPPA,INDEPENDENT,94
KARNATAKA,HOLALKERE,S.MEETYA NAIK,SAMAJWADI PARTY,92
KARNATAKA,HOLALKERE,NONE OF THE ABOVE,NONE OF THE ABOVE,398
KARNATAKA,HOSADURGA,GULIHATTI D SHEKAR,BHARATIYA JANATA PARTY,90562
KARNATAKA,HOSADURGA,B G GOVINDAPPA,INDIAN NATIONAL CONGRESS,64570
KARNATAKA,HOSADURGA,SHASHIKUMAR,JANATA DAL (SECULAR),1575
KARNATAKA,HOSADURGA,M S SATHISH JANGAMA,INDEPENDENT,562
KARNATAKA,HOSADURGA,SHAMANTH A R,INDEPENDENT,287
KARNATAKA,HOSADURGA,C S THYAGARAJAN,INDEPENDENT,221
KARNATAKA,HOSADURGA,PRAKASHMURTHY,KARNATAKA JANTHA PAKSHA,188
KARNATAKA,HOSADURGA,G R REVANNA GORAVINAKALLU,INDEPENDENT,157
KARNATAKA,HOSADURGA,MANJUNATHA V BANDRE,KARNATAKA PRAGNYAVANTHA JANATHA PARTY,141
KARNATAKA,HOSADURGA,B T GIRISHA,INDEPENDENT,135
KARNATAKA,HOSADURGA,M C DHANANJAYA,INDEPENDENT,122
KARNATAKA,HOSADURGA,NONE OF THE ABOVE,NONE OF THE ABOVE,1326
KARNATAKA,HIRIYUR,K POORNIMA,BHARATIYA JANATA PARTY,77733
KARNATAKA,HIRIYUR,D SUDHAKAR,INDIAN NATIONAL CONGRESS,64858
KARNATAKA,HIRIYUR,D YASHODHARA,JANATA DAL (SECULAR),42044
KARNATAKA,HIRIYUR,D.N.NAGENDRAIAH,SAMAJWADI PARTY,758
KARNATAKA,HIRIYUR,M P SRIRANGANATHA,INDEPENDENT,415
KARNATAKA,HIRIYUR,S R RANGASWAMY,INDEPENDENT,329
KARNATAKA,HIRIYUR,SAMIULLA,ALL INDIA MAHILA EMPOWERMENT PARTY,313
KARNATAKA,HIRIYUR,MAHESH R,BHARATIYA RASHTRIYA MAHILA SARVODAYA CONGRESS,267
KARNATAKA,HIRIYUR,N VIJAYALAKSHMI,KARNATAKA JANTHA PAKSHA,229
KARNATAKA,HIRIYUR,RANGAIAH S,INDEPENDENT,223
KARNATAKA,HIRIYUR,A SHIVASHANKARAPPA,PRAJAA RAITA RAAJYA PAKSHA,177
KARNATAKA,HIRIYUR,SHASHIKANTH C M,PYRAMID PARTY OF INDIA,144
KARNATAKA,HIRIYUR,H LOKESH,REPUBLICAN PARTY OF INDIA (A),137
KARNATAKA,HIRIYUR,NONE OF THE ABOVE,NONE OF THE ABOVE,1160
KARNATAKA,CHITRADURGA,G H THIPPAREDDY,BHARATIYA JANATA PARTY,82896
KARNATAKA,CHITRADURGA,K.C.VEERENDRA (PAPPY),JANATA DAL (SECULAR),49911
KARNATAKA,CHITRADURGA,H.A. SHANMUKHAPPA (HANUMALI),INDIAN NATIONAL CONGRESS,49014
KARNATAKA,CHITRADURGA,N.SURESH,INDEPENDENT,1287
KARNATAKA,CHITRADURGA,V.S.BHUTHARAJA,INDEPENDENT,994
KARNATAKA,CHITRADURGA,M.T.CHANDRANNA,INDEPENDENT,789
KARNATAKA,CHITRADURGA,JAGADEESH,SAMANYA JANATHA PARTY (LOKTANTRIK),610
KARNATAKA,CHITRADURGA,P.S.PUTTASWAMY (SWAMY),INDEPENDENT,466
KARNATAKA,CHITRADURGA,DR. DODDAMALLAIAH,SWARAJ INDIA,350
KARNATAKA,CHITRADURGA,B.E.SHYAM SUNDAR KULAKARNI,BHAARATEEYA JANASHAKTHI CONGRESS,328
KARNATAKA,CHITRADURGA,GANESH,INDEPENDENT,262
KARNATAKA,CHITRADURGA,M.KIRAN,INDEPENDENT,218
KARNATAKA,CHITRADURGA,SYED ISMAIL,ALL INDIA MAHILA EMPOWERMENT PARTY,184
KARNATAKA,CHITRADURGA,G.S. NAGARAJA,KARNATAKA SWABHIMANI RAITHARA KARMIKARA PARTY,183
KARNATAKA,CHITRADURGA,K.S.SARASWATHI,SAMAJWADI PARTY,154
KARNATAKA,CHITRADURGA,RAJA MADAKARI NAYAKA,KANNADA PAKSHA,153
KARNATAKA,CHITRADURGA,H.M.HANUMAPPA,KARNATAKA JANTHA PAKSHA,132
KARNATAKA,CHITRADURGA,NONE OF THE ABOVE,NONE OF THE ABOVE,1427
KARNATAKA,CHALLAKERE,T RAGHUMURTHY,INDIAN NATIONAL CONGRESS,72874
KARNATAKA,CHALLAKERE,RAVEESH KUMAR,JANATA DAL (SECULAR),59335
KARNATAKA,CHALLAKERE,K T KUMARASWAMY,BHARATIYA JANATA PARTY,33471
KARNATAKA,CHALLAKERE,K P BHUTHAIAH,SWARAJ INDIA,1590
KARNATAKA,CHALLAKERE,NONE OF THE ABOVE,NONE OF THE ABOVE,1730
KARNATAKA,MOLAKALMURU,B. SREERAMULU,BHARATIYA JANATA PARTY,84018
KARNATAKA,MOLAKALMURU,DR.B. YOGESH BABU,41973
KARNATAKA,MOLAKALMURU,S. THIPPESWAMY,INDEPENDENT,41152
KARNATAKA,MOLAKALMURU,PATEL G. M. THIPPESWAMY (YATTINAHATTYGOWDRU),JANATA DAL (SECULAR),15262
KARNATAKA,MOLAKALMURU,S. CHANDRANNA (YATTINAHATTY),INDEPENDENT,3223
KARNATAKA,MOLAKALMURU,K. RAGHAVENDRA,PYRAMID PARTY OF INDIA,1427
KARNATAKA,MOLAKALMURU,S. P. RAJU (SASALAHATTY RAJANNA),INDEPENDENT,1366
KARNATAKA,MOLAKALMURU,D. H. PARAMESHWARAPPA,INDEPENDENT,842
KARNATAKA,MOLAKALMURU,P . SUMALATHA,ALL INDIA MAHILA EMPOWERMENT PARTY,791
KARNATAKA,MOLAKALMURU,S. CHANDRANNA,INDEPENDENT,725
KARNATAKA,MOLAKALMURU,B. GIREESHA,INDEPENDENT,409
KARNATAKA,MOLAKALMURU,NONE OF THE ABOVE,NONE OF THE ABOVE,1361
KARNATAKA,KUDLIGI,N.Y. GOPALAKRISHNA,BHARATIYA JANATA PARTY,50085
KARNATAKA,KUDLIGI,N.T. BOMMANNA,JANATA DAL (SECULAR),39272
KARNATAKA,KUDLIGI,LOKESH. V. NAYAKA,INDEPENDENT,29514
KARNATAKA,KUDLIGI,RAGHU GUJJAL,INDIAN NATIONAL CONGRESS,23316
KARNATAKA,KUDLIGI,H.VEERANNA,COMMUNIST PARTY OF INDIA,3414
KARNATAKA,KUDLIGI,BASAPPA. N,SARVA JANATA PARTY,1412
KARNATAKA,KUDLIGI,H. P. SHARANAPPA,ALL INDIA MAHILA EMPOWERMENT PARTY,1035
KARNATAKA,KUDLIGI,MAHADEVAPPA,INDEPENDENT,1016
KARNATAKA,KUDLIGI,G.ESHAPPA,JANATA DAL (UNITED),957
KARNATAKA,KUDLIGI,NONE OF THE ABOVE,NONE OF THE ABOVE,2055
KARNATAKA,SANDUR,E TUKARAM,INDIAN NATIONAL CONGRESS,78106
KARNATAKA,SANDUR,D RAGHAVENDRA (MANJU),BHARATIYA JANATA PARTY,64096
KARNATAKA,SANDUR,BANGARA HANUMANTA,INDEPENDENT,7191
KARNATAKA,SANDUR,B VASANTH KUMAR,JANATA DAL (SECULAR),4343
KARNATAKA,SANDUR,A.RAMANJANAPPA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1243
KARNATAKA,SANDUR,CHETAN.N,ALL INDIA MAHILA EMPOWERMENT PARTY,928
KARNATAKA,SANDUR,NONE OF THE ABOVE,NONE OF THE ABOVE,1803
KARNATAKA,BELLARY CITY,G. SOMASEKHARA REDDY,BHARATIYA JANATA PARTY,76589
KARNATAKA,BELLARY CITY,ANIL.H. LAD,INDIAN NATIONAL CONGRESS,60434
KARNATAKA,BELLARY CITY,MOHAMAD IQBAL HOTHUR,JANATA DAL (SECULAR),6255
KARNATAKA,BELLARY CITY,MEKALA ESWARA REDDY,KARNATAKA PRAGNYAVANTHA JANATHA PARTY,913
KARNATAKA,BELLARY CITY,ALTAF HUSSAIN,INDEPENDENT,733
KARNATAKA,BELLARY CITY,B.V.TEJAS,INDEPENDENT,636
KARNATAKA,BELLARY CITY,M.M. ANANDA KUMAR,INDEPENDENT,519
KARNATAKA,BELLARY CITY,MOHAMMED ISMAIL,NATIONALIST CONGRESS PARTY,442
KARNATAKA,BELLARY CITY,P. VIJAYALAKSHMI,PYRAMID PARTY OF INDIA,369
KARNATAKA,BELLARY CITY,RAJASAB,BHARATIYA DR. B.R.AMBEDKAR JANTA PARTY,345
KARNATAKA,BELLARY CITY,D. PARTHASARATHY,JANAHITHA PAKSHA,330
KARNATAKA,BELLARY CITY,GONAL JUMARI. B.,SAMAJWADI PARTY,300
KARNATAKA,BELLARY CITY,M. JAYARAMULU,ALL INDIA MAHILA EMPOWERMENT PARTY,295
KARNATAKA,BELLARY CITY,TAPAL GANESH,JANATA DAL (UNITED),233
KARNATAKA,BELLARY CITY,HAFEEZ MOHAMMED ISMAIL @ H.M.ISMAIL,KALYANKARI JANTANTRIK PARTY,205
KARNATAKA,BELLARY CITY,DR. K.R.RAVIKUMAR,INDEPENDENT,192
KARNATAKA,BELLARY CITY,U. URUKUNDU,SHIVSENA,158
KARNATAKA,BELLARY CITY,TEJESH KUMAR. M. PATIL,BHARTIYABAHUJANKRANTI DAL,156
KARNATAKA,BELLARY CITY,B.SHEKHARBABU,INDEPENDENT,153
KARNATAKA,BELLARY CITY,SRINIVAS YADAV,INDEPENDENT,135
KARNATAKA,BELLARY CITY,HANDI RAFEEQ SAB,INDEPENDENT,131
KARNATAKA,BELLARY CITY,MADHUSUDANA. P.,INDEPENDENT,124
KARNATAKA,BELLARY CITY,E. IRAMMA,INDEPENDENT,119
KARNATAKA,BELLARY CITY,H.V. KIRAN,AMBEDKARITE PARTY OF INDIA,115
KARNATAKA,BELLARY CITY,GANGI REDDY,INDEPENDENT,111
KARNATAKA,BELLARY CITY,P. NARAYANA MURTHY,INDEPENDENT,110
KARNATAKA,BELLARY CITY,VALISAB. P.,INDEPENDENT,86
KARNATAKA,BELLARY CITY,ANE NARAYANA SWAMY,INDEPENDENT,63
KARNATAKA,BELLARY CITY,NONE OF THE ABOVE,NONE OF THE ABOVE,1016
KARNATAKA,BELLARY,B NAGENDRA,INDIAN NATIONAL CONGRESS,79186
KARNATAKA,BELLARY,SANNA PAKKIRAPPA,BHARATIYA JANATA PARTY,76507
KARNATAKA,BELLARY,D RAMESH,JANATA DAL (SECULAR),3212
KARNATAKA,BELLARY,BASAPPA GADEKAL,ALL INDIA MAHILA EMPOWERMENT PARTY,769
KARNATAKA,BELLARY,H PAKKIRAPPA,INDEPENDENT,660
KARNATAKA,BELLARY,B NARAYANAPPA,INDEPENDENT,401
KARNATAKA,BELLARY,RAGHU B,PYRAMID PARTY OF INDIA,358
KARNATAKA,BELLARY,G ALIVELU,INDEPENDENT,340
KARNATAKA,BELLARY,NONE OF THE ABOVE,NONE OF THE ABOVE,1695
KARNATAKA,SIRUGUPPA,M.S. SOMALINGAPPA,BHARATIYA JANATA PARTY,82546
KARNATAKA,SIRUGUPPA,B. MURALI KRISHNA,INDIAN NATIONAL CONGRESS,61275
KARNATAKA,SIRUGUPPA,HOSAMANE B. MARUTHI,JANATA DAL (SECULAR),2482
KARNATAKA,SIRUGUPPA,B.M.VENKATESHA NAYAKA,INDEPENDENT,1274
KARNATAKA,SIRUGUPPA,B. SREENIVAS,INDEPENDENT,956
KARNATAKA,SIRUGUPPA,DODDA YALLAPPA,ALL INDIA MAHILA EMPOWERMENT PARTY,813
KARNATAKA,SIRUGUPPA,PARASHU RAMA,INDEPENDENT,468
KARNATAKA,SIRUGUPPA,M.H.VEERESHAPPA HUNASEMARADAVARU,ALL INDIA FORWARD BLOC,340
KARNATAKA,SIRUGUPPA,NONE OF THE ABOVE,NONE OF THE ABOVE,1997
KARNATAKA,KAMPLI,J N GANESH,INDIAN NATIONAL CONGRESS,80592
KARNATAKA,KAMPLI,T H SURESH BABU,BHARATIYA JANATA PARTY,75037
KARNATAKA,KAMPLI,K RAGHAVENDRA,JANATA DAL (SECULAR),4832
KARNATAKA,KAMPLI,B SHANTHI LAKSHMI,PYRAMID PARTY OF INDIA,1217
KARNATAKA,KAMPLI,V SHIVASHANKRAPPA,COMMUNIST PARTY OF INDIA (MARXIST),1111
KARNATAKA,KAMPLI,GALI MALLAYYA,INDEPENDENT,846
KARNATAKA,KAMPLI,NONE OF THE ABOVE,NONE OF THE ABOVE,2125
KARNATAKA,VIJAYANAGARA,ANAND SINGH,INDIAN NATIONAL CONGRESS,83214
KARNATAKA,VIJAYANAGARA,H.R.GAVIYAPPA,BHARATIYA JANATA PARTY,74986
KARNATAKA,VIJAYANAGARA,DEEPAK SINGH,JANATA DAL (SECULAR),3835
KARNATAKA,VIJAYANAGARA,T.S.SHEELA,INDEPENDENT,638
KARNATAKA,VIJAYANAGARA,G SHAFI SAB,INDEPENDENT,463
KARNATAKA,VIJAYANAGARA,SHABBIR H,INDEPENDENT,330
KARNATAKA,VIJAYANAGARA,S.ALIMBASHA,INDEPENDENT,227
KARNATAKA,VIJAYANAGARA,PA.YA.GANESH,INDEPENDENT,196
KARNATAKA,VIJAYANAGARA,S.M.MANOHAR,INDEPENDENT,178
KARNATAKA,VIJAYANAGARA,L.S.BASHEER AHAMED,INDEPENDENT,173
KARNATAKA,VIJAYANAGARA,UMESH.K,INDEPENDENT,136
KARNATAKA,VIJAYANAGARA,NONE OF THE ABOVE,NONE OF THE ABOVE,1754
KARNATAKA,HAGARIBOMMANAHALLI,BHEEMA NAIK L.B.P.,INDIAN NATIONAL CONGRESS,78337
KARNATAKA,HAGARIBOMMANAHALLI,K.NEMIRAJA NAIK,BHARATIYA JANATA PARTY,71105
KARNATAKA,HAGARIBOMMANAHALLI,PARAMESHWARA.L,INDEPENDENT,17058
KARNATAKA,HAGARIBOMMANAHALLI,S.KRUSHNA NAIK,JANATA DAL (SECULAR),5100
KARNATAKA,HAGARIBOMMANAHALLI,B.MALAMMA,COMMUNIST PARTY OF INDIA (MARXIST),1493
KARNATAKA,HAGARIBOMMANAHALLI,AJJAIAH.H,ALL INDIA MAHILA EMPOWERMENT PARTY,675
KARNATAKA,HAGARIBOMMANAHALLI,V.HANUMANTHAPPA,ALL INDIA FORWARD BLOC,521
KARNATAKA,HAGARIBOMMANAHALLI,SANTHOSH GULEDATTI,COMMUNIST PARTY OF INDIA (MARXIST-LENINIST) (LIBERATION),305
KARNATAKA,HAGARIBOMMANAHALLI,C.H.LINGAPPA CHALUVADI,REPUBLICAN PARTY OF INDIA,257
KARNATAKA,HAGARIBOMMANAHALLI,NONE OF THE ABOVE,NONE OF THE ABOVE,1345
KARNATAKA,HADAGALLI,P. T. PARAMESHWARA NAIK,INDIAN NATIONAL CONGRESS,54097
KARNATAKA,HADAGALLI,ODO GANGAPPA,INDEPENDENT,44919
KARNATAKA,HADAGALLI,CHANDRANAIK. B,BHARATIYA JANATA PARTY,28255
KARNATAKA,HADAGALLI,KAYANNANAVARA PUTRAPPA,JANATA DAL (SECULAR),8327
KARNATAKA,HADAGALLI,KRISHNA NAIK. L,ALL INDIA MAHILA EMPOWERMENT PARTY,1534
KARNATAKA,HADAGALLI,HARISH KUMAR. V,KARNATAKA PRAGNYAVANTHA JANATHA PARTY,824
KARNATAKA,HADAGALLI,NONE OF THE ABOVE,NONE OF THE ABOVE,2024
KARNATAKA,RANIBENNUR,R SHANKAR S/O M RAMACHANDRA,KARNATAKA PRAGNYAVANTHA JANATHA PARTY,63910
KARNATAKA,RANIBENNUR,KRISHNAPPA KOLIWAD S/O BHEEMAPPA KOLIWAD,INDIAN NATIONAL CONGRESS,59572
KARNATAKA,RANIBENNUR,BASAVARAJ DR.KELAGAR,BHARATIYA JANATA PARTY,48973
KARNATAKA,RANIBENNUR,RUKMANI SAWKAR,INDEPENDENT,1226
KARNATAKA,RANIBENNUR,SHRIPAD SAWKAR,JANATA DAL (SECULAR),1219
KARNATAKA,RANIBENNUR,VEERANAGOUDA CHANNAVEERAGOUDA PATIL,INDEPENDENT,775
